,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Kelas
0,13.850300953063263,2.155434251660805,0.44825742649758704,0.0377773964814741,0.9972160959477369,0.0
1,17.421164328526753,2.4594710953787353,0.41585516417419666,0.039907399281750904,0.9959621627977809,0.0
2,13.271908931984019,2.1510839232974286,0.4419459495334855,0.04350752849046777,0.9969689685227727,0.0
3,25.668293821371194,2.7323102557422603,0.3993054956487725,0.03416959428022291,0.9947982783632395,0.0
4,31.621172200747047,3.067138366487144,0.3721783910883458,0.04423109032991299,0.9923949799917047,0.0
5,29.20058607322793,3.0286252931723423,0.37955764343998105,0.034532042390094254,0.9929746840232174,0.0
6,21.00381449791522,2.520729456219597,0.41633220469062054,0.04837252354607866,0.9944307268322556,0.0
7,23.781417759728974,2.729361210041695,0.3924141141727663,0.045228504733829424,0.9935682708650686,0.0
8,30.78491003952397,2.954111742095205,0.4097722591022006,0.03319793094038021,0.9961588626103455,0.0
9,27.707927597289782,2.9142894371091037,0.3926283721730851,0.033251504962530654,0.9952446293103296,0.0
10,15.415107062195972,2.2982876563585823,0.4283539962942825,0.04523152866196816,0.996068990297167,0.0
11,41.84369299426685,2.958340210215427,0.42170921175763054,0.05445841887986729,0.9946008659723636,0.0
12,25.896341317755386,2.703524040132036,0.4237450212633809,0.054720425049670306,0.9967560612015149,0.0
13,27.614600254082692,2.977756634381515,0.378758102862622,0.047116132842945795,0.996353650037094,0.0
14,17.721285984108377,1.9613320090313056,0.5127470905990056,0.05712142933732235,0.9922942292250986,0.0
15,11.077286201355106,1.5002812282835303,0.5794021116222305,0.06978929893553196,0.9943228484643339,0.0
16,12.181500553769979,1.935050110753996,0.48368390939424655,0.055276185863134604,0.9932956617075126,0.0
17,5.007729705958999,1.4016431223940236,0.5396054357372574,0.06936924230403098,0.9916803947646277,0.0
18,3.541920115965949,1.1547681223940236,0.5892624499996802,0.07023353490172818,0.9952165683618363,0.0
19,3.405790425208478,1.0907865162439194,0.6026099394181832,0.0641033699570863,0.9975262647310605,0.0
20,26.973447272411395,3.275359950486449,0.3140668827974669,0.03441437384913625,0.9815718441008623,0.0
21,16.70637867008339,2.528753691799861,0.38150277968671076,0.03877464751458613,0.9884698707367419,0.0
22,26.71599580872133,3.2250380038220987,0.33096968601094634,0.03294114179917599,0.989516675432421,0.0
23,14.719081618253657,2.312810179757718,0.4053318644110201,0.03828446436947454,0.9931112485747242,0.0
24,20.369302955611534,2.366685035180681,0.45367481070032056,0.03943241632243432,0.997920846641578,0.0
25,20.369302955611534,2.366685035180681,0.45367481070032056,0.03943241632243432,0.997920846641578,0.0
26,22.9745284811501,2.6074001585302296,0.4204603765495056,0.05272316356521552,0.9953489761298366,0.0
27,23.899858028578873,2.2847232778839475,0.47907452074742973,0.04425429657443841,0.9979704723736941,0.0
28,22.806159062282834,2.5819946034572627,0.4266356742957301,0.0550048120626293,0.9954240898136757,0.0
29,24.053876118398193,2.744343673992356,0.4058037020727805,0.0433785184874929,0.9943184721452774,0.0
30,23.64557092599027,2.6473212734537874,0.44289555961677396,0.04248567171910634,0.9944968961729944,0.0
31,70.38548206764796,4.243676457817724,0.3592659651122673,0.025534356511494632,0.9901440797088377,0.0
32,26.240260952629065,2.676003538708697,0.45107689935269407,0.035558789314797425,0.9951398491076471,0.0
33,41.67940219987838,3.5040921972724117,0.3617783408470795,0.03233979356952385,0.9918390365120636,0.0
34,58.30825517780383,3.744348378272763,0.39166042498626225,0.026467483069645362,0.9911581636870698,0.0
35,110.87235846290827,5.135304736362057,0.3377035014263253,0.03719493054479783,0.9879620926036006,0.0
36,13.49740678205351,2.1188132492182072,0.47307265038179364,0.040766026279953814,0.9985419622417889,0.0
37,42.87413704178249,3.0473123154100072,0.45991152387228246,0.03537391055584644,0.9944710098768511,0.0
38,69.72414708564975,3.9620135510771366,0.42009701157633417,0.040087091125118525,0.9922994274925786,0.0
39,34.05513540218902,2.9851795952050035,0.4504695312548086,0.04019469274878419,0.9944554196792048,0.0
40,32.576783193624046,3.0582992203787356,0.4276554198464307,0.03425905753829634,0.9941927491240246,0.0
41,13.411854749391939,2.215728424687283,0.4488413823612886,0.037387692061626315,0.9968165250742825,0.0
42,43.49964846464559,3.317610699704656,0.41169101493434146,0.036560321371482234,0.9891521922184208,0.0
43,19.690618485059066,2.360277862230716,0.47288566677229693,0.05288119278756714,0.9980690669393165,0.0
44,29.49100558113273,2.6743870526407227,0.4635957177684702,0.05154792476059125,0.9971409623101908,0.0
45,33.25398904404099,2.9238509272932593,0.44744478560927026,0.04718896579959076,0.9968710575904901,0.0
46,8.184414999876687,1.208329685303475,0.6403514744629432,0.09709807441514444,0.9986636440114018,0.0
